Duration,Checking account,Credit amount,Purpose,Job ,Job,Sex ,Sex,Checking account ,Purpose ,csv,data_source,Saving accounts,Housing,Risk,Age,value,Unnamed: 0
,,,,2,2,female,female,,,,kaggle,little,free,,62,391779,487
21,NA,1572,business,1,1,female,female,NA,business,,kaggle,rich,own,good,36,391779,592
20,little,4272,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,own,good,24,391779,802
24,,6314,vacation/others,3,3,male,male,,vacation/others,,kaggle,,own,good,27,391779,665
21,,3652,business,2,2,male,male,,business,,kaggle,little,own,good,27,391779,620
12,NA,3527,car,3,3,male,male,NA,car,,kaggle,NA,own,good,45,391779,940
6,NA,660,repairs,1,1,male,male,NA,repairs,,kaggle,quite rich,rent,good,23,391779,436
12,NA,930,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,65,391779,807
10,moderate,7308,car,3,3,male,male,moderate,car,,kaggle,little,free,good,70,391779,163
6,little,1957,radio/TV,2,2,female,female,little,radio/TV,,kaggle,little,own,good,31,391779,393
24,NA,1474,car,2,2,male,male,NA,car,,kaggle,moderate,own,good,33,391779,855
24,NA,3105,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,25,391779,534
18,moderate,1913,business,2,2,male,male,moderate,business,,kaggle,rich,own,good,,391779,30
39,little,14179,furniture/equipment,3,3,male,male,little,furniture/equipment,,kaggle,NA,own,good,30,391779,744
12,little,1107,radio/TV,3,3,male,male,little,radio/TV,,kaggle,little,rent,good,20,391779,905
15,little,2511,car,2,2,female,female,little,car,,kaggle,little,rent,good,23,391779,746
9,moderate,1501,education,3,3,female,female,moderate,education,,kaggle,little,own,bad,34,391779,195
30,little,3108,furniture/equipment,1,1,male,male,little,furniture/equipment,,kaggle,little,own,bad,31,391779,766
20,moderate,6148,car,2,2,male,male,moderate,car,,kaggle,moderate,own,good,31,391779,719
48,little,10297,car,2,2,male,male,little,car,,kaggle,little,free,bad,39,391779,927
6,NA,2978,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,quite rich,own,good,32,391779,165
24,,,car,,,,,,car,,kaggle,,,good,,391779,
9,moderate,1136,education,2,2,male,male,moderate,education,,kaggle,rich,free,bad,32,391779,349
24,NA,2978,business,2,2,male,male,NA,business,,kaggle,NA,own,good,32,391779,223
6,little,1203,car,2,2,,,little,car,,kaggle,moderate,own,,43,391779,518
10,rich,3949,car,1,1,male,male,rich,car,,kaggle,little,own,good,37,391779,344
18,moderate,2278,car,2,2,female,female,moderate,car,,kaggle,moderate,own,bad,28,391779,556
18,NA,2169,business,2,2,male,male,NA,business,,kaggle,little,own,bad,28,391779,861
18,NA,1028,car,2,2,female,female,NA,car,,kaggle,little,own,good,36,391779,324
6,NA,1538,education,2,2,female,female,NA,education,,kaggle,little,own,good,56,391779,680
15,NA,3368,car,2,2,male,male,NA,car,,kaggle,rich,rent,good,23,391779,280
48,little,10297,car,2,2,male,male,little,car,,kaggle,little,free,bad,39,391779,927
18,NA,3229,car,3,3,male,male,NA,car,,kaggle,NA,own,good,38,391779,352
12,little,1409,car,2,2,male,male,little,car,,kaggle,little,own,good,54,391779,91
6,NA,6761,car,3,3,male,male,NA,car,,kaggle,little,own,good,45,391779,738
24,little,1358,vacation/others,3,3,male,male,little,vacation/others,,kaggle,NA,own,bad,40,391779,594
21,NA,2993,car,1,1,male,male,NA,car,,kaggle,little,own,good,28,391779,841
12,NA,2859,car,3,3,male,male,NA,car,,kaggle,NA,own,good,38,391779,947
24,little,1603,radio/TV,2,2,female,female,little,radio/TV,,kaggle,little,own,good,55,391779,261
36,NA,3342,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,51,391779,214
21,NA,5248,car,2,2,male,male,NA,car,,kaggle,NA,own,good,26,391779,748
18,NA,4165,business,2,2,male,male,NA,business,,kaggle,little,own,bad,36,391779,827
18,little,1216,car,2,2,female,female,little,car,,kaggle,little,rent,bad,23,391779,831
24,NA,2578,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,rich,own,good,34,391779,567
9,NA,3577,car,2,2,male,male,NA,car,,kaggle,moderate,rent,good,26,391779,859
6,moderate,1068,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,good,28,391779,329
,,,,,,,,,,,kaggle,,,,,391779,
36,NA,10875,car,2,2,male,male,NA,car,,kaggle,little,own,good,45,391779,854
21,moderate,98765434567,car,2,2,male,male,moderate,car,,kaggle,little,own,good,47,391779,961
30,little,3857,car,3,3,male,male,little,car,,kaggle,little,own,good,40,391779,996
6,NA,672,car,0,0,female,female,NA,car,,kaggle,little,own,good,54,391779,300
8,moderate,907,business,2,2,male,male,moderate,business,,kaggle,little,own,good,26,391779,810
18,little,2124,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,bad,24,391779,761
48,little,6331,car,2,2,male,male,little,car,,kaggle,little,free,bad,46,391779,701
15,NA,1829,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,46,391779,891
24,NA,2255,car,2,2,male,male,NA,car,,kaggle,NA,own,good,54,391779,514
36,little,2746,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,31,391779,315
24,NA,2255,car,2,2,male,male,NA,car,,kaggle,NA,own,,54,391779,514
24,NA,2670,car,3,3,male,male,NA,car,,kaggle,little,own,good,35,391779,453
9,moderate,918,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,30,391779,601
30,NA,7485,car,3,3,female,female,NA,car,,kaggle,NA,own,bad,53,391779,175
36,little,3446,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,42,391779,368
15,little,2511,car,2,2,female,female,little,car,,kaggle,little,rent,good,23,391779,746
18,rich,2100,,2,2,male,male,rich,,,kaggle,little,own,bad,37,391779,37
10,rich,781,car,2,2,male,male,rich,car,,kaggle,little,free,good,63,391779,123
24,NA,3181,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,26,391779,64
9,NA,2406,furniture/equipment,3,3,male,male,NA,furniture/equipment,,kaggle,little,own,good,31,391779,394
6,NA,362,car,1,1,female,female,NA,car,,kaggle,moderate,own,good,52,391779,379
24,little,3349,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,quite rich,free,bad,30,391779,946
9,moderate,458,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,,24,391779,39
12,moderate,3017,furniture/equipment,3,3,female,female,moderate,furniture/equipment,,kaggle,little,rent,good,34,391779,462
18,NA,1098,radio/TV,0,0,female,female,NA,radio/TV,,kaggle,little,own,good,65,391779,883
24,NA,65445678765,,1,1,male,male,NA,,,kaggle,little,own,bad,47,391779,978
18,NA,1864,education,2,2,female,female,NA,education,,kaggle,moderate,own,bad,30,391779,331
18,little,3104,business,2,2,male,male,little,business,,kaggle,little,own,good,31,391779,216
45,moderate,3031,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,moderate,rent,bad,21,391779,194
27,NA,4526,furniture/equipment,1,1,male,male,NA,furniture/equipment,,kaggle,rich,own,good,32,391779,863
28,NA,7824,car,2,2,male,male,NA,car,,kaggle,NA,rent,good,40,391779,889
24,moderate,1355,car,1,1,female,female,moderate,car,,kaggle,little,own,bad,25,391779,634
24,little,2910,car,3,3,male,male,little,car,,kaggle,little,free,good,34,391779,322
,,,,,,,,,,,kaggle,,,,,391779,
36,NA,6304,business,2,2,male,male,NA,business,,kaggle,NA,own,good,36,391779,266
12,little,4843,car,2,2,male,male,little,car,,kaggle,little,rent,bad,43,391779,668
48,moderate,12204,business,3,3,male,male,moderate,business,,kaggle,NA,own,good,,391779,615
24,NA,937,education,1,1,male,male,NA,education,,kaggle,little,own,good,27,391779,579
6,little,1169,radio/TV,2,2,male,male,little,radio/TV,,kaggle,NA,own,good,67,391779,0
,,,,1,1,male,male,,,,kaggle,moderate,rent,,35,391779,488
21,NA,2580,business,1,1,male,male,NA,business,,kaggle,quite rich,own,bad,41,391779,674
60,little,7297,business,2,2,male,male,little,business,,kaggle,,rent,bad,36,391779,973
36,little,8335,car,2,2,male,male,little,car,,kaggle,NA,free,bad,47,391779,828
12,little,2246,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,60,391779,589
15,little,1845,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,good,46,391779,944
24,moderate,4057,furniture/equipment,2,2,male,male,moderate,furniture/equipment,,kaggle,little,own,bad,43,391779,884
18,moderate,3244,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,little,own,good,33,391779,189
10,NA,2848,car,2,2,male,male,NA,car,,kaggle,moderate,own,good,32,391779,916
12,little,709,radio/TV,1,1,male,male,little,radio/TV,,kaggle,little,own,bad,57,391779,849
30,moderate,5234,car,3,3,male,male,moderate,car,,kaggle,little,own,bad,28,391779,9
12,moderate,2002,car,2,2,male,male,moderate,car,,kaggle,little,rent,good,30,391779,923
18,moderate,1795,radio/TV,1,1,female,female,moderate,radio/TV,,kaggle,little,rent,good,48,391779,801
24,NA,5433,car,3,3,female,female,NA,car,,kaggle,NA,rent,good,26,391779,572
6,little,1957,radio/TV,2,2,female,female,little,radio/TV,,kaggle,little,own,good,31,391779,393
24,NA,6313,car,3,3,male,male,NA,car,,kaggle,NA,own,good,41,391779,791
24,NA,1940,car,2,2,male,male,NA,car,,kaggle,rich,own,good,60,391779,781
6,little,4716,car,1,1,male,male,little,car,,kaggle,NA,own,good,44,391779,693
6,NA,660,repairs,1,1,male,male,NA,repairs,,kaggle,quite rich,rent,good,23,391779,436
15,rich,2687,business,2,2,male,male,rich,business,,kaggle,little,rent,good,26,391779,512
9,moderate,3195,car,1,1,female,female,moderate,car,,kaggle,NA,own,good,33,391779,909
18,,,car,,,,,,car,,kaggle,,,good,,391779,
21,NA,3275,car,3,3,male,male,NA,car,,kaggle,little,own,good,36,391779,772
,,,,,,,,,,,kaggle,,,bad,37,391779,563
60,NA,6527,car,2,2,male,male,NA,car,,kaggle,NA,free,good,34,391779,685
24,NA,3621,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,moderate,own,bad,31,391779,
48,little,4308,business,2,2,female,female,little,business,,kaggle,little,rent,bad,24,391779,11
,NA,1309,car,1,1,male,male,NA,car,,kaggle,NA,own,bad,,391779,505
12,moderate,841,business,1,1,female,female,moderate,business,,kaggle,moderate,rent,good,23,391779,752
15,NA,2788,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,little,own,good,24,391779,575
15,rich,2327,radio/TV,1,1,female,female,rich,radio/TV,,kaggle,little,own,bad,25,391779,834
24,little,1747,furniture/equipment,1,1,male,male,little,furniture/equipment,,kaggle,little,own,good,24,391779,930
,,,,2,2,female,female,,,,kaggle,rich,rent,,57,391779,482
18,little,3114,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,rent,bad,26,391779,475
12,NA,1542,business,2,2,male,male,NA,business,,kaggle,little,own,good,36,391779,365
30,rich,3017,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,little,own,good,47,391779,669
27,moderate,5965,car,3,3,male,male,moderate,car,,kaggle,little,own,good,30,391779,51
,,,,2,2,male,male,,,,kaggle,little,own,,44,391779,479
9,moderate,276,car,1,1,male,male,moderate,car,,kaggle,little,rent,good,22,391779,309
21,little,3763,car,1,1,male,male,little,car,,kaggle,NA,own,good,24,391779,906
12,NA,1386,car,2,2,female,female,NA,car,,kaggle,quite rich,own,,26,391779,647
36,little,2712,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,bad,41,391779,822
36,moderate,2384,repairs,1,1,male,male,moderate,repairs,,kaggle,little,rent,bad,33,391779,583
24,little,3234,furniture/equipment,1,1,female,female,little,furniture/equipment,,kaggle,little,rent,bad,23,391779,570
36,little,987657,education,3,3,female,female,little,education,,kaggle,little,own,bad,25,391779,771
15,NA,1471,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,free,good,35,391779,852
24,NA,3488,car,2,2,female,female,NA,car,,kaggle,moderate,own,good,23,391779,523
36,rich,5848,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,little,own,good,24,391779,152
30,NA,5771,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,little,own,good,25,391779,753
,,,,3,3,male,male,,,,kaggle,little,own,,47,391779,485
24,moderate,1216,,2,2,male,male,moderate,,,kaggle,moderate,own,,38,391779,503
24,little,2303,car,2,2,male,male,little,car,,kaggle,little,own,bad,45,391779,652
12,little,1344,car,1,1,male,male,little,car,,kaggle,little,own,good,43,391779,929
30,NA,4530,radio/TV,3,3,female,female,NA,radio/TV,,kaggle,little,rent,good,26,391779,675
12,NA,701,education,2,2,male,male,NA,education,,kaggle,little,own,good,32,391779,318
33,NA,7253,car,3,3,male,male,NA,car,,kaggle,little,own,good,35,391779,411
12,moderate,1223,car,2,2,male,male,moderate,car,,kaggle,little,rent,bad,46,391779,398
24,NA,8648,business,2,2,male,male,NA,business,,kaggle,little,own,bad,27,391779,402
9,NA,1388,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,little,rent,good,26,391779,582
48,moderate,18424,vacation/others,3,3,female,female,moderate,vacation/others,,kaggle,little,own,bad,32,391779,915
60,NA,10366,car,3,3,male,male,NA,car,,kaggle,little,own,good,42,391779,672
24,NA,2028,furniture/equipment,1,1,male,male,NA,furniture/equipment,,kaggle,little,own,good,30,391779,984
24,NA,3430,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,quite rich,own,good,31,391779,19
18,moderate,4439,business,3,3,male,male,moderate,business,,kaggle,little,own,good,33,391779,343
36,NA,6614,car,3,3,male,male,NA,car,,kaggle,little,own,good,34,391779,888
30,moderate,2181,car,2,2,male,male,moderate,car,,kaggle,NA,own,good,36,391779,882
12,moderate,1223,car,2,2,male,male,moderate,car,,kaggle,little,rent,bad,46,391779,398
12,NA,2133,car,3,3,female,female,NA,car,,kaggle,NA,free,good,52,391779,584
27,moderate,2528,business,2,2,female,female,moderate,business,,kaggle,little,own,good,32,391779,704
,NA,3914,,2,2,male,male,NA,,,kaggle,NA,own,bad,38,391779,622
9,little,1422,car,3,3,male,male,little,car,,kaggle,little,free,bad,27,391779,878
24,little,6419,car,3,3,female,female,little,car,,kaggle,little,free,good,44,391779,292
6,moderate,433,education,2,2,female,female,moderate,education,,kaggle,rich,rent,bad,24,391779,721
30,NA,6742,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,36,391779,879
36,NA,3535,car,2,2,male,male,NA,car,,kaggle,little,own,good,37,391779,776
24,little,1231,radio/TV,3,3,female,female,little,radio/TV,,kaggle,rich,rent,good,57,391779,955
36,moderate,4795,radio/TV,3,3,female,female,moderate,radio/TV,,kaggle,little,own,good,30,391779,141
48,little,7119,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,free,bad,53,391779,522
12,NA,2096,education,1,1,male,male,NA,education,,kaggle,little,own,good,49,391779,2
21,moderate,1188,business,2,2,female,female,moderate,business,,kaggle,little,own,bad,39,391779,790
12,moderate,2930,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,little,own,good,27,391779,576
18,moderate,866,radio/TV,1,1,male,male,moderate,radio/TV,,kaggle,little,own,good,25,391779,233
10,moderate,1521,furniture/equipment,1,1,male,male,moderate,furniture/equipment,,kaggle,little,own,good,31,391779,339
12,NA,776,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,28,391779,358
12,NA,3565,education,1,1,male,male,NA,education,,kaggle,NA,own,good,37,391779,990
12,little,697,car,2,2,male,male,little,car,,kaggle,little,own,bad,46,391779,925
15,moderate,802,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,bad,37,391779,265
18,NA,2320,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,34,391779,376
12,moderate,766,radio/TV,1,1,male,male,moderate,radio/TV,,kaggle,quite rich,own,bad,66,391779,137
24,moderate,4736,furniture/equipment,1,1,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,25,391779,911
12,rich,609,business,0,0,female,female,rich,business,,kaggle,little,own,bad,26,391779,439
12,NA,1402,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,quite rich,rent,good,37,391779,271
12,NA,1493,radio/TV,2,2,,,NA,radio/TV,,kaggle,little,own,good,34,391779,638
42,moderate,5954,business,1,1,female,female,moderate,business,,kaggle,little,own,good,41,391779,73
12,NA,3447,education,1,1,female,female,NA,education,,kaggle,quite rich,own,good,35,391779,244
,,,,2,2,male,male,,,,kaggle,little,own,,26,391779,481
39,NA,2569,car,2,2,male,male,NA,car,,kaggle,quite rich,own,good,24,391779,476
42,little,4370,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,own,bad,26,391779,639
18,little,1131,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,own,bad,33,391779,166
12,little,1657,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,good,27,391779,260
24,NA,6313,car,3,3,male,male,NA,car,,kaggle,NA,own,good,41,391779,791
6,NA,1238,education,3,3,male,male,NA,education,,kaggle,NA,own,good,36,391779,473
15,moderate,1264,car,2,2,male,male,moderate,car,,kaggle,moderate,rent,bad,25,391779,979
36,moderate,2671,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,moderate,free,bad,50,391779,607
36,NA,5842,car,2,2,male,male,NA,car,,kaggle,,own,good,35,391779,415
48,moderate,3060,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,bad,28,391779,273
15,little,3959,car,2,2,female,female,little,car,,kaggle,little,own,bad,29,391779,858
39,moderate,4933,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,bad,25,391779,780
24,NA,9277,car,2,2,male,male,NA,car,,kaggle,NA,free,good,48,391779,881
6,little,666,car,1,1,female,female,little,car,,kaggle,rich,own,good,39,391779,250
10,NA,1597,car,1,1,male,male,NA,car,,kaggle,quite rich,,good,40,391779,413
6,little,1872,furniture/equipment,3,3,male,male,little,furniture/equipment,,kaggle,little,free,good,36,391779,432
42,little,3394,repairs,0,0,male,male,little,repairs,,kaggle,little,own,good,65,391779,438
10,NA,894,education,2,2,female,female,NA,education,,kaggle,NA,own,good,40,391779,856
48,moderate,5381,vacation/others,0,0,male,male,moderate,vacation/others,,kaggle,NA,free,good,40,391779,310
36,moderate,2384,repairs,1,1,male,male,moderate,repairs,,kaggle,little,rent,bad,33,391779,583
36,moderate,987875643454698,car,2,2,male,male,moderate,car,,kaggle,little,own,good,34,391779,893
21,NA,2782,car,3,3,female,female,NA,car,,kaggle,quite rich,own,good,31,391779,418
18,moderate,2779,car,2,2,male,male,moderate,car,,kaggle,little,rent,good,21,391779,425
30,moderate,1919,radio/TV,3,3,male,male,moderate,radio/TV,,kaggle,moderate,own,bad,30,391779,935
24,,1282,radio/TV,1,1,female,female,,radio/TV,,kaggle,moderate,own,bad,32,391779,15
36,NA,5742,business,2,2,male,male,NA,business,,kaggle,moderate,own,good,31,391779,671
6,moderate,433,education,2,2,female,female,moderate,education,,kaggle,rich,rent,bad,24,391779,721
6,rich,1323,car,2,2,male,male,rich,car,,kaggle,moderate,own,,28,391779,499
6,little,1198,education,2,2,female,female,little,education,,kaggle,little,free,bad,35,391779,711
48,NA,4844,,3,3,male,male,NA,,,kaggle,little,rent,bad,33,391779,981
6,NA,1743,business,1,1,male,male,NA,business,,kaggle,moderate,own,good,34,391779,348
36,little,6229,furniture/equipment,1,1,female,female,little,furniture/equipment,,kaggle,little,rent,bad,23,391779,59
,NA,7980,,2,2,male,male,NA,,,kaggle,NA,rent,bad,27,391779,645
24,NA,1249,car,2,2,male,male,NA,car,,kaggle,little,own,good,28,391779,847
